label,x,y
1,3.041242607287756,1.6280194683268614
1,1.4664811672457616,1.378687752349654
0,-0.7428124355240723,-1.303867321631224
1,0.42009944793011167,1.7386097228099027
0,-1.1282736287227209,2.2151888841712393
1,3.0027153673381926,1.509870659147939
0,2.1813222848825697,0.0018655785216490821
1,2.783650958941713,1.1385005555913161
0,-0.03426873422670152,-0.39154892894780396
0,1.115382837163182,0.6760992085310709
0,-0.5204441507496476,-1.5051986394807992
1,2.7842579289188643,3.102225022942176
0,-0.3103746733931222,-0.21748925642920217
1,0.9203362255532102,1.464242419681374
1,1.0457080946786526,1.5445170389805618
0,0.4754439007987278,2.1274414439933893
0,0.09274011738335464,-3.0979790911150293
1,2.1954989524138977,1.3807156179201505
0,1.6342770798073467,1.2476668522184111
1,2.527644344255304,4.130132351614165
0,-1.1679691625680195,1.0422175063354298
0,-0.34005508682755914,1.2912485024324971
1,2.277175975568919,1.7903450598873663
1,1.7680452397525508,3.500496336255046
0,1.0597482569135885,-0.6550086348500226
1,1.3199463864683605,3.2418095845727435
0,1.0035722426550602,0.33190850831040386
0,0.16214662449466913,-0.9756918834721362
1,2.4384849354196216,2.4548122369168213
0,-0.749446598266281,-0.6827577281862232
0,0.8814282926868512,-0.17387077249204372
1,1.8370851789758087,0.09481280550956694
1,2.8997997343245756,1.9069521263896736
1,1.1347088634483082,1.5499222739013738
0,0.8085992427519241,1.0563596964816035
1,3.580640963819583,2.0994050381251084
1,1.6035780391795138,2.7256979099006236
0,-0.17017740821484245,1.1744727181643961
1,0.13676738998920612,1.3652040836654256
0,0.21682614200734715,-0.2983652674886334
0,-0.76124593035034,0.9255883347880043
1,0.7571896876165587,2.63615207241233
0,-0.3693649028566133,-1.1662666735292908
0,-1.2397913384147325,0.7335783983861788
0,-0.7470093618163332,1.2535266512503673
0,1.5686542162771078,-2.1437849406943066
0,-0.6964028427997481,0.5007889059139952
0,0.4536246569696586,-0.0931166262125481
0,-0.938334462531166,0.342791667605369
1,1.4785469575575543,3.011241115643975
1,1.681013317409359,0.790008190191243
1,2.2781984600649596,1.169737374642259
1,0.29728993183503727,1.7584036169327477
0,-0.10676644133399368,-0.752385590964244
0,-0.13575658850965006,-1.9379859810372997
0,-1.5465767655080582,1.3627265701435889
0,0.7927999998049852,1.6076112867533672
0,0.637599585200889,-0.5464908689340374
0,-0.42309668746589646,-1.170439204241089
0,-0.5425053986961914,0.05261978059781544
0,0.6237888241399885,0.36633560307244545
0,0.05564266180398888,-1.1950543989800775
1,4.098045818022634,1.643299455378548
0,-0.3244710851053704,-1.5054450826232848
1,2.1560679590257545,1.0135077472395593
1,3.5828390805480534,2.080166680987007
1,2.0947411539591134,2.0602279373530723
1,-0.17119288769356356,2.1275100539962137
1,4.050458332554854,1.0339140255311918
0,-0.2540391098044775,1.7679694798322625
0,-1.3716171434230175,-0.38015231111154724
0,1.6642218993900788,-0.3046705073871899
0,-0.4255918081150017,0.10408687756705787
0,-1.813496566157632,-1.9896629400481356
1,0.3683934519564529,2.5008583586157505
0,0.2964335649100496,-0.8013486803021393
1,2.105616522421418,3.2492660553718826
1,1.5837137098584897,2.28801697897666
1,1.552854330954485,2.6664339027622583
1,2.8935321872590807,1.2983681901907564
0,0.13766933970484657,1.4255915467136908
1,2.6710371113954814,2.0073147099728774
1,0.6551652506062673,2.699585768464449
1,0.5425775835539726,1.282493447693588
1,1.5029693239797504,2.137560930103135
0,0.29138535674952515,-0.3148351397808317
1,1.311705996658575,1.7248339462845403
1,1.7845552160807046,3.640630152462978
1,3.5909692431841727,4.044454697147592
0,1.1902273692853353,-0.45964859821444237
0,0.07710797778884472,-0.5848047162548171
0,-0.5867070706689012,0.5531859600078421
1,1.814912875170975,3.1253667563558363
0,-0.5753793104705218,0.18188054713464952
0,0.7473764423784415,1.5585865618586252
0,0.41142390926801203,-1.0094317681473168
0,-1.798137196022867,-0.37446594235027547
0,-0.6913532714547506,-0.5273143327295079
1,3.7723870504273966,3.4830118191811996
0,0.6844175867134639,-0.674243338194526
1,2.2860222806014883,2.314440440106939
1,0.9698222741551696,1.0197756351174339
0,-1.9717682008217259,0.39233632921818196
0,0.54123003536445,2.8573396003653384
0,0.07323176482472567,-0.4390496353315118
